Entry	Entry name	Organism	Organism ID
A0A2M9A6G1	A0A2M9A6G1_9BACT	Fibrobacter sp. UWS3	1896222
C8W9F9	C8W9F9_ATOPD	Atopobium parvulum (strain ATCC 33793 / DSM 20469 / JCM 10300 / VPI 0546) (Streptococcus parvulus) (Peptostreptococcus parvulus)	521095
A0A2K8WNB3	A0A2K8WNB3_9CHRO	Cyanobacterium sp. HL-69	2054282
A0A1S7PSV1	A0A1S7PSV1_9RHIZ	Agrobacterium fabrum str. J-07	1183433
A0A1F1GNC1	A0A1F1GNC1_9MICC	Rothia sp. HMSC068F09	1739378
A0A0S9PL48	A0A0S9PL48_9RHIZ	Methylobacterium sp. Leaf112	1736258
W8FFF7	W8FFF7_AGRT4	Agrobacterium tumefaciens LBA4213 (Ach5)	1435057
A0A0K2DAW1	A0A0K2DAW1_9RHIZ	Chelatococcus sp. CO-6	1702325
A0A2N6Q701	A0A2N6Q701_9BACT	Prevotella timonensis	386414
A0A0W0Z9G8	A0A0W0Z9G8_LEGSP	Legionella spiritensis	452
A0A089M7U5	A0A089M7U5_9BACL	Paenibacillus graminis	189425
A0A1X3CMM1	A0A1X3CMM1_9NEIS	Neisseria animaloris	326522
A0A2S7EH95	A0A2S7EH95_9XANT	Xanthomonas populi	53414
X6F0Q9	X6F0Q9_9RHIZ	Mesorhizobium sp. LNHC209A00	1287226
A0A1P9X036	A0A1P9X036_9BACT	Spirosoma montaniterrae	1178516
A0A2T9UUH0	A0A2T9UUH0_9ENTR	Enterobacter sp. PN108E5IIB	2041080
A0A2I1DMG1	A0A2I1DMG1_9PROT	Acidithiobacillus sp. SH	187490
W7E706	W7E706_9PROT	Commensalibacter sp. MX01	1208583
A0A1Y0E7Y6	A0A1Y0E7Y6_9RHOB	Yoonia vestfoldensis	245188
H7FP25	H7FP25_FLAFP	Flavobacterium frigoris (strain PS1)	1086011
A0A260BCD2	A0A260BCD2_9NOCA	Rhodococcus sp. 06-221-2	2022514
A0A0V8E247	A0A0V8E247_LACLL	Lactococcus lactis subsp. lactis (Streptococcus lactis)	1360
A0A2P1PWX2	A0A2P1PWX2_9GAMM	Ahniella affigens	2021234
A0A2A7RGK0	A0A2A7RGK0_9LACO	Lactobacillus sp. UMNPBX1	2042046
A0A2K0XJ68	A0A2K0XJ68_9BACT	Prevotella timonensis	386414
A0A013SE21	A0A013SE21_9GAMM	Acinetobacter sp. 826659	1310764
A0A0P7F4T0	A0A0P7F4T0_9BACI	Bacillus australimaris	1326968
U2DAN2	U2DAN2_9FIRM	Clostridiales bacterium oral taxon 876 str. F0540	1321778
A0A0N1L5T2	A0A0N1L5T2_9PROT	beta proteobacterium AAP51	1523421
A0A2V3PRA5	A0A2V3PRA5_9BACT	Dysgonomonas alginatilytica	1605892
G9ZN84	G9ZN84_9LACO	Lactobacillus parafarraginis F0439	797515
A0A1Y6GHK9	A0A1Y6GHK9_RAOOR	Raoultella ornithinolytica (Klebsiella ornithinolytica)	54291
A0A1V0NY67	A0A1V0NY67_LACLL	Lactococcus lactis subsp. lactis (Streptococcus lactis)	1360
A0A0R1GYJ3	A0A0R1GYJ3_9LACO	Lactobacillus parabrevis ATCC 53295	1267003
A0A265B9X5	A0A265B9X5_SALET	Salmonella enterica subsp. enterica serovar Heidelberg	611
A0A0Q5HCP2	A0A0Q5HCP2_9BURK	Massilia sp. Leaf139	1736272
B8I1I1	B8I1I1_CLOCE	Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)	394503
R5PNF3	R5PNF3_9BACT	Prevotella sp. CAG:487	1262928
A0A1A9S1J4	A0A1A9S1J4_9NEIS	Eikenella sp. NML03-A-027	1795828
A0A072Z6V3	A0A072Z6V3_CORGT	Corynebacterium glutamicum ATCC 14067	1079988
A0A1C4EE18	A0A1C4EE18_9ENTR	Kosakonia oryzendophytica	1005665
A0A1H3U968	A0A1H3U968_9PSED	Pseudomonas salomonii	191391
A0A1E8EWD5	A0A1E8EWD5_9CLOT	Clostridium acetireducens DSM 10703	1121290
A0A242APK6	A0A242APK6_9ENTE	Enterococcus sp. 7F3_DIV0205	1834189
A0A0R2BRN5	A0A0R2BRN5_9LACO	Lactobacillus coleohominis DSM 14060	887896
A0A1X0C5Z4	A0A1X0C5Z4_9MYCO	Mycobacterium bouchedurhonense	701041
J2V1T5	J2V1T5_9GAMM	Pantoea sp. YR343	1144341
D4XT65	D4XT65_ACIHA	Acinetobacter haemolyticus ATCC 19194	707232
A0A0Q4U5M6	A0A0Q4U5M6_9RHIZ	Methylobacterium sp. Leaf85	1736241
A0A0R1MAX0	A0A0R1MAX0_9LACO	Lactobacillus capillatus DSM 19910	1423731
A0A2H9MBW6	A0A2H9MBW6_9BACT	Caldiserica bacterium CG02_land_8_20_14_3_00_36_38	1973932
A0A0Q6A4Z3	A0A0Q6A4Z3_9RHIZ	Methylobacterium sp. Leaf399	1736364
A0A2G0CER4	A0A2G0CER4_9BACT	Lewinella marina	438751
A0A0Q9L3X7	A0A0Q9L3X7_9MICO	Knoellia sp. Soil729	1736394
K6DNZ1	K6DNZ1_9BACI	Bacillus bataviensis LMG 21833	1117379
A0A0B5IQ35	A0A0B5IQ35_RAOOR	Raoultella ornithinolytica (Klebsiella ornithinolytica)	54291
A0A087DPF9	A0A087DPF9_9BIFI	Bifidobacterium stellenboschense	762211
V4PQ17	V4PQ17_9CAUL	Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896	1121022
A0A0Q5HSX3	A0A0Q5HSX3_9BURK	Massilia sp. Leaf139	1736272
S3Y0D6	S3Y0D6_9MICO	Dermabacter sp. HFH0086	1203568
A0A0L0QUD2	A0A0L0QUD2_VIRPA	Virgibacillus pantothenticus	1473
A0A254ULN9	A0A254ULN9_9RHOB	Thioclava sp. JM3	1973004
A0A2S9WW72	A0A2S9WW72_9FLAO	Nonlabens agnitus	870484
F9DUE7	F9DUE7_9BACL	Sporosarcina newyorkensis 2681	1027292
E6X839	E6X839_CELAD	Cellulophaga algicola (strain DSM 14237 / IC166 / ACAM 630)	688270
V1GUA6	V1GUA6_SALCE	Salmonella enterica subsp. indica serovar 6,14,25:z10:1,(2),7 str. 1121	1173950
W3YBM3	W3YBM3_9GAMM	Providencia alcalifaciens PAL-3	1256993
C6WZB6	C6WZB6_FLAB3	Flavobacteriaceae bacterium (strain 3519-10)	531844
A0A2H1HTF7	A0A2H1HTF7_9MICO	Brevibacterium iodinum ATCC 49514	1255616
Q0G7C4	Q0G7C4_9RHIZ	Fulvimarina pelagi HTCC2506	314231
A0A2A3BJ35	A0A2A3BJ35_9RHIZ	Mesorhizobium sp. WSM3866	422271
A0A078M2W7	A0A078M2W7_9STAP	Jeotgalicoccus saudimassiliensis	1461582
A0A0V8DAE2	A0A0V8DAE2_LACLL	Lactococcus lactis subsp. lactis (Streptococcus lactis)	1360
C0W283	C0W283_9ACTO	Actinomyces coleocanis DSM 15436	525245
V6M996	V6M996_9BACL	Brevibacillus panacihumi W25	1408254
A0A0F5L3A1	A0A0F5L3A1_9RHIZ	Devosia soli	361041
A0A0D6AKF3	A0A0D6AKF3_9CHRO	Geminocystis sp. NIES-3709	1617448
H6RRN7	H6RRN7_BLASD	Blastococcus saxobsidens (strain DD2)	1146883
A0A1X1YQU6	A0A1X1YQU6_9MYCO	Mycolicibacter longobardus	1108812
A0A077LBI7	A0A077LBI7_9MOLU	Mycoplasma canadense	29554
A0A291DGF5	A0A291DGF5_9MICC	Rothia mucilaginosa	43675
S4HUQ9	S4HUQ9_GARVA	Gardnerella vaginalis JCP8066	1261064
A0A0V8HHL0	A0A0V8HHL0_9BACI	Bacillus enclensis	1402860
A0A084AE36	A0A084AE36_LACLC	Lactococcus lactis subsp. cremoris GE214	1415168
D6LLP0	D6LLP0_9RHIZ	Brucella sp. NVSL 07-0026	520448
A0A249BII4	A0A249BII4_MYCIT	Mycobacterium intracellulare	1767
A0A228KAI6	A0A228KAI6_9BURK	Burkholderia sp. AU27893	2015351
A0A2N3SX64	A0A2N3SX64_9BURK	Janthinobacterium sp. 61	2035209
A0A1I1PME6	A0A1I1PME6_9BACT	Spirosoma endophyticum	662367
A0A2S9IL07	A0A2S9IL07_9RHIZ	Phyllobacterium sp. 1N-3	2100534
F8JSR7	F8JSR7_STREN	Streptomyces cattleya (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057)	1003195
A0A135W702	A0A135W702_9BACL	Sporosarcina sp. HYO08	1759557
D2YH00	D2YH00_VIBMI	Vibrio mimicus VM603	671074
A0A2I1Z6F7	A0A2I1Z6F7_9MICC	Rothia mucilaginosa	43675
A0A1E9GKM8	A0A1E9GKM8_9STRE	Streptococcus sp. HMSC073F11	1739268
A0A0T1Q5C6	A0A0T1Q5C6_9ACTN	Streptomyces sp. Root431	1736535
J7YKL0	J7YKL0_BACCE	Bacillus cereus BAG3X2-1	1053183
A0A1H3KXP1	A0A1H3KXP1_9FIRM	Proteiniborus ethanoligenes	415015
A0A1H7JEF5	A0A1H7JEF5_9RHOB	Roseovarius azorensis	1287727
X2HBV8	X2HBV8_9NEIS	Snodgrassella alvi wkB2	1196094
A0A2A5JXP9	A0A2A5JXP9_9BACL	Paenibacillus larvae subsp. larvae B-3650	741161
G8X2B9	G8X2B9_STREN	Streptomyces cattleya (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057)	1003195
A0A2K9IUK3	A0A2K9IUK3_VIRPA	Virgibacillus pantothenticus	1473
A0A1G5AKL0	A0A1G5AKL0_9FIRM	Lachnospiraceae bacterium XPB1003	1520825
A0A261QVF4	A0A261QVF4_9BORD	Bordetella genomosp. 7	1416805
A0A2K8XJS5	A0A2K8XJS5_9FLAO	Lacinutrix sp. Bg11-31	2057808
A0A1C7GW96	A0A1C7GW96_9BACE	Bacteroides caecimuris	1796613
F8B212	F8B212_FRADG	Frankia symbiont subsp. Datisca glomerata	656024
A0A097IEK2	A0A097IEK2_9CORY	Corynebacterium doosanense CAU 212 = DSM 45436	558173
A0A0A2CRX8	A0A0A2CRX8_9PROC	Prochlorococcus sp. MIT 0701	1499502
A0A1C7PKY9	A0A1C7PKY9_9GAMM	Aeromonas piscicola	600645
A0A2G3LHN9	A0A2G3LHN9_9BURK	Janthinobacterium sp. BJB426	2048010
A0A0R1S3S7	A0A0R1S3S7_9LACO	Lactobacillus psittaci DSM 15354	1122152
S5YQJ2	S5YQJ2_PARAH	Paracoccus aminophilus JCM 7686	1367847
A0A1B5EA83	A0A1B5EA83_9PSED	Pseudomonas sp. 44 R 15	1844105
A0A242ZR53	A0A242ZR53_BACTU	Bacillus thuringiensis serovar kim	180847
A0A0T1Q1W2	A0A0T1Q1W2_9ACTN	Streptomyces sp. Root431	1736535
N9LU09	N9LU09_9GAMM	Acinetobacter sp. CIP 101934	1144661
A0A2M7IMV7	A0A2M7IMV7_9BACT	Candidatus Kaiserbacteria bacterium CG_4_8_14_3_um_filter_38_9	1974599
A0A099RQC5	A0A099RQC5_9PSED	Pseudomonas sp. HMP271	1487922
V4PZ04	V4PZ04_9CAUL	Asticcacaulis sp. AC460	1282360
A0A1G7SLP6	A0A1G7SLP6_9LACT	Facklamia miroungae	120956
F4QU18	F4QU18_9CAUL	Asticcacaulis biprosthecum C19	715226
A0A0N0TNN4	A0A0N0TNN4_9ACTN	Nocardiopsis sp. NRRL B-16309	1519494
A0A0D0FGB7	A0A0D0FGB7_LACBR	Lactobacillus brevis	1580
A0A2X0W911	A0A2X0W911_BACCI	Bacillus circulans	1397
A0A2T4RAH9	A0A2T4RAH9_9STAP	Staphylococcus kloosii	29384
A0A2W5U3F9	A0A2W5U3F9_RHOSH	Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides)	1063
A0A1U6JLZ4	A0A1U6JLZ4_9ENTR	Enterobacter sp. NFR05	1566259
R5XYB6	R5XYB6_9FIRM	Ruminococcus sp. CAG:488	1262959
A0A2A3H3T5	A0A2A3H3T5_9ACTN	Streptomyces sp. Tue6028	2036037
A0A0J0ZTE5	A0A0J0ZTE5_ACIBA	Acinetobacter baumannii MRSN 3527	1409923
A0A0Q7I3M8	A0A0Q7I3M8_9RHIZ	Devosia sp. Root436	1736537
A0A0C5JUV1	A0A0C5JUV1_9BURK	Pandoraea vervacti	656178
A0A2T5RA94	A0A2T5RA94_9DELT	Geobacter sp. DSM 2909	2135459
A0A1H3ZJ50	A0A1H3ZJ50_9FIRM	Oribacterium sp. KHPX15	1855342
A0A0Q7WUZ7	A0A0Q7WUZ7_9RHIZ	Mesorhizobium sp. Root554	1736557
A0A2M8J1P0	A0A2M8J1P0_9RHOB	Pseudooceanicola lipolyticus	2029104
A0A2A6PIA5	A0A2A6PIA5_9BRAD	Bradyrhizobium sp. Y36	2035447
A0A0C5XQ35	A0A0C5XQ35_9SPHN	Sphingobium sp. YBL2	484429
A0A061JKQ5	A0A061JKQ5_PSEST	Pseudomonas stutzeri KOS6	1218352
A0A1C6TYI4	A0A1C6TYI4_9ACTN	Micromonospora yangpuensis	683228
A0A167VPB1	A0A167VPB1_9BACL	Paenibacillus macquariensis subsp. defensor	467974
A0A1A7R4A7	A0A1A7R4A7_9FLAO	Gelidibacter algens	49280
U2PSG6	U2PSG6_9FIRM	Faecalitalea cylindroides ATCC 27803	649755
A0A1G5GWL5	A0A1G5GWL5_9BACL	Paenibacillus polysaccharolyticus	582692
K0V3A8	K0V3A8_MYCFO	Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841	1214102
A0A2V3DTR4	A0A2V3DTR4_9MICC	Arthrobacter psychrochitiniphilus	291045
A0A2N8K2J5	A0A2N8K2J5_9RHIZ	Sinorhizobium sp. M4_45	2037901
A0A175VN26	A0A175VN26_AEREN	Aeromonas enteropelogenes (Aeromonas trota)	29489
A0A1X2JL23	A0A1X2JL23_PARBF	Paraclostridium bifermentans (Clostridium bifermentans)	1490
A0A108T460	A0A108T460_BACSE	Bacteroides stercoris	46506
A0A1Q3SUM2	A0A1Q3SUM2_9CHLR	Chloroflexi bacterium 54-19	1895928
K0VU69	K0VU69_9RHIZ	Rhizobium sp. Pop5	1223565
A0A1F7SU33	A0A1F7SU33_9BACT	Candidatus Shapirobacteria bacterium RIFOXYC1_FULL_38_24	1802152
A0A0K2S029	A0A0K2S029_9MICC	Rothia mucilaginosa	43675
A0A099CT49	A0A099CT49_9GAMM	Oleiagrimonas soli	1543381
A0A2I1P9Q2	A0A2I1P9Q2_9MICO	Kytococcus schroeteri	138300
A0A0Q7CSR6	A0A0Q7CSR6_9BURK	Variovorax sp. Root411	1736530
A0A2N6DQK9	A0A2N6DQK9_AZOSP	Azoarcus sp.	29544
A0A1U7LAI9	A0A1U7LAI9_9BACT	Butyricimonas synergistica	544644
A0A013SW11	A0A013SW11_ACIBA	Acinetobacter baumannii 573719	1310759
A0A2U2DWL6	A0A2U2DWL6_9RHIZ	Rhizobium sp. NS-104	2182425
A0A0A0Z081	A0A0A0Z081_9GAMM	Pantoea sp. PSNIH1	1484158
U3GXH8	U3GXH8_9CORY	Corynebacterium argentoratense DSM 44202	1348662
C2QZG2	C2QZG2_BACCE	Bacillus cereus ATCC 4342	526977
A0A2M8KRB4	A0A2M8KRB4_9BACT	Candidatus Roizmanbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_39_6	1974853
G8M8H0	G8M8H0_9BURK	Burkholderia sp. YI23	1097668
A0A2M8KRA4	A0A2M8KRA4_9BACT	Candidatus Roizmanbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_39_6	1974853
F8WYF1	F8WYF1_9BACT	Dysgonomonas mossii DSM 22836	742767
D3H938	D3H938_STRM6	Streptococcus mitis (strain B6)	365659
F4QIP3	F4QIP3_9CAUL	Asticcacaulis biprosthecum C19	715226
A0A1C6LS14	A0A1C6LS14_9ACTN	Streptomyces sp. WMMB 322	1286821
A0A1V3FQU0	A0A1V3FQU0_9BACI	Anoxybacillus sp. 103	1919277
A0A0J0TVG3	A0A0J0TVG3_PAESO	Paeniclostridium sordellii 8483	1172204
A0A2N7SVB0	A0A2N7SVB0_9ACTN	Verrucosispora sp. ts21	2069341
A0A0C5XMH9	A0A0C5XMH9_9SPHN	Sphingobium sp. YBL2	484429
A0A0J1ILC6	A0A0J1ILC6_BACCI	Bacillus circulans	1397
A0A0T7HPL9	A0A0T7HPL9_RHIGA	Neorhizobium galegae bv. orientalis	323655
A0A0F0F7Q1	A0A0F0F7Q1_9PSED	Pseudomonas sp. 2(2015)	1619950
A0A062XKW1	A0A062XKW1_LEUPS	Leuconostoc pseudomesenteroides PS12	1339247
A0A147HRE5	A0A147HRE5_9SPHN	Sphingomonas sanguinis	33051
A0A0T2KWF6	A0A0T2KWF6_9MICO	Microbacterium sp. Root61	1736570
R5K689	R5K689_9BACE	Bacteroides eggerthii CAG:109	1263043
A0A2I1YHU7	A0A2I1YHU7_STRMC	Streptococcus macedonicus	59310
A0A2M8Y4I1	A0A2M8Y4I1_9FLAO	Flavobacterium sp. 1	2035200
A0A0E2V0W2	A0A0E2V0W2_9FUSO	Fusobacterium necrophorum DJ-2	1441737
A0A1B8WV26	A0A1B8WV26_9FIRM	Megasphaera sp. DISK 18	1776081
A0A268FBS3	A0A268FBS3_BACCI	Bacillus circulans	1397
A0A1H3L402	A0A1H3L402_9ACTN	Modestobacter sp. DSM 44400	1550230
F9H2E6	F9H2E6_HAEHA	Haemophilus haemolyticus M21639	1028806
A0A0R2CZU4	A0A0R2CZU4_9LACO	Lactobacillus aquaticus DSM 21051	1423725
A0A2N3R3X7	A0A2N3R3X7_9BIFI	Bifidobacterium pseudolongum subsp. pseudolongum	31954
R5VN30	R5VN30_9FIRM	Coprococcus eutactus CAG:665	1263071
A0A1X0FPK6	A0A1X0FPK6_9MYCO	Mycobacterium mantenii	560555
A0A1D8D7D6	A0A1D8D7D6_CHLLM	Chlorobaculum limnaeum	274537
A0A2K4DUH2	A0A2K4DUH2_9STAP	Staphylococcus pettenkoferi	170573
A0A175A6I6	A0A175A6I6_9FIRM	[Eubacterium] siraeum	39492
A0A2J9INV5	A0A2J9INV5_9MICC	Micrococcus sp. FDAARGOS_333	1930558
L1PIM8	L1PIM8_9ACTO	Actinomyces sp. oral taxon 181 str. F0379	1127690
A0A1F8QV89	A0A1F8QV89_9CHLR	Chloroflexi bacterium RBG_16_56_8	1797650
I8QER8	I8QER8_9ACTN	Frankia sp. QA3	710111
A0A1M3MED9	A0A1M3MED9_9BACT	Paludibacter sp. 47-17	1895899
A0A1C4SES1	A0A1C4SES1_9ACTN	Streptomyces sp. DvalAA-14	1839759
A0A1S1Q7W5	A0A1S1Q7W5_9ACTN	Frankia sp. Cc1.17	573497
I2UHE3	I2UHE3_ECOLX	Escherichia coli 4.0522	869681
A0A162YYP6	A0A162YYP6_9BURK	Hydrogenophaga crassostreae	1763535
E1WM00	E1WM00_BACF6	Bacteroides fragilis (strain 638R)	862962
A0A109BHP2	A0A109BHP2_9BURK	Variovorax sp. WDL1	207745
U2QRY3	U2QRY3_9FIRM	Oscillibacter sp. KLE 1745	1226323
A0A175CBM9	A0A175CBM9_LEUGE	Leuconostoc gelidum subsp. gasicomitatum	115778
M5QNU5	M5QNU5_9BACI	Anoxybacillus gonensis	198467
A0A1N6VJY8	A0A1N6VJY8_9FLAO	Chryseobacterium sp. RU37D	1907397
A0A241VAY9	A0A241VAY9_9GAMM	Acinetobacter sp. ANC 4655	1977878
A0A0J0ILI7	A0A0J0ILI7_9ENTR	Enterobacter sp. GN02600	1659714
A0A1A2ITS4	A0A1A2ITS4_9MYCO	Mycobacterium sp. E3339	1834146
A0A2I8DDW2	A0A2I8DDW2_9BURK	Achromobacter sp. AONIH1	1758194
V8IJL4	V8IJL4_9STRE	Streptococcus pseudopneumoniae 5247	1415761
A0A0W0IBQ6	A0A0W0IBQ6_9PSED	Pseudomonas sp. ICMP 3272	716914
A0A1S1RJN1	A0A1S1RJN1_9ACTN	Frankia sp. Cc1.17	573497
A0A2G5N5M3	A0A2G5N5M3_9PSED	Pseudomonas sp. 2822-17	1712678
A0A0R2IGU0	A0A0R2IGU0_CARML	Carnobacterium maltaromaticum DSM 20342	1449341
A0A066YGZ7	A0A066YGZ7_9ACTN	Streptomyces olindensis	358823
G2JDF8	G2JDF8_ACIBM	Acinetobacter baumannii (strain MDR-ZJ06)	497978
A0A1C4AUW7	A0A1C4AUW7_9BACI	Bacillus enclensis	1402860
A0A087E272	A0A087E272_9BIFI	Bifidobacterium thermacidophilum subsp. thermacidophilum	79262
A0A1B3LXC6	A0A1B3LXC6_9BURK	Hydrogenophaga sp. RAC07	1842537
R2NRT6	R2NRT6_9ENTE	Enterococcus raffinosus ATCC 49464	1158602
A0A0B4D1H5	A0A0B4D1H5_9CAUL	Brevundimonas nasdae	172043
A0A100WZS1	A0A100WZS1_9MYCO	Mycolicibacterium novocastrense	59813
A0A009HHP0	A0A009HHP0_9GAMM	Acinetobacter sp. 1289694	1310609
T0IVL5	T0IVL5_9SPHN	Sphingobium ummariense RL-3	1346791
V7IT53	V7IT53_SALET	Salmonella enterica subsp. enterica serovar Cubana str. 76814	1192560
A0A0N9ZY95	A0A0N9ZY95_9RHOB	Celeribacter marinus	1397108
A0A0R0A5E4	A0A0R0A5E4_9GAMM	Stenotrophomonas panacihumi	676599
Q1JHL8	Q1JHL8_STRPD	Streptococcus pyogenes serotype M2 (strain MGAS10270)	370552
E9T5F0	E9T5F0_RHOHA	Rhodococcus hoagii ATCC 33707	525370
A0A1Q6WL94	A0A1Q6WL94_9GAMM	Gammaproteobacteria bacterium 13_2_20CM_66_19	1805166
A0A150XAQ7	A0A150XAQ7_9BACT	Roseivirga spongicola	333140
A0A0R1QI77	A0A0R1QI77_9LACO	Lactobacillus manihotivorans DSM 13343 = JCM 12514	1423769
A0A2A6GNT7	A0A2A6GNT7_9RHIZ	Rhizobium anhuiense	1184720
U7TYR2	U7TYR2_FUSNU	Fusobacterium nucleatum CTI-6	1316587
A0A1A5RTG9	A0A1A5RTG9_9RHIZ	Mesorhizobium sp. WSM3873	1854056
A0A1Q8IJ32	A0A1Q8IJ32_9NOCA	Rhodococcus sp. M8	1925550
A0A1U7I3E7	A0A1U7I3E7_9NOSO	Nostoc calcicola FACHB-389	1357508
A0A1V9BFK5	A0A1V9BFK5_9BACI	Geobacillus sp. 46C-IIa	1963025
E8KQF4	E8KQF4_STRSA	Streptococcus sanguinis VMC66	888825
A0A0M2XUB5	A0A0M2XUB5_9SPHI	Sphingobacterium sp. Ag1	1643451
H4F954	H4F954_9RHIZ	Rhizobium sp. PDO1-076	1125979
A0A1E5TK66	A0A1E5TK66_9STAP	Staphylococcus equorum	246432
A0A2A3TYU9	A0A2A3TYU9_LACBR	Lactobacillus brevis	1580
A0A0P7FPP7	A0A0P7FPP7_9MICC	Arthrobacter sp. Edens01	1732020
E4KZW5	E4KZW5_9FIRM	Peptoniphilus harei ACS-146-V-Sch2b	908338
A0A094M4T2	A0A094M4T2_9PSEU	Amycolatopsis sp. MJM2582	1427749
X5WZA0	X5WZA0_9RHIZ	Mesorhizobium sp. LSHC412B00	1287285
A0A1A9LB79	A0A1A9LB79_9FLAO	Aequorivita soesokkakensis	1385699
A0A1E5UHS7	A0A1E5UHS7_9FLAO	Cloacibacterium normanense	237258
A0A1H9XIM4	A0A1H9XIM4_9MICO	Phycicoccus cremeus	587636
A0A1V2BDQ2	A0A1V2BDQ2_RAOTE	Raoultella terrigena (Klebsiella terrigena)	577
N9Q8N8	N9Q8N8_9GAMM	Acinetobacter sp. NIPH 542	1217688
A0A1E5TTL9	A0A1E5TTL9_9STAP	Staphylococcus equorum	246432
A0A1J4V8E2	A0A1J4V8E2_9BACT	Candidatus Nomurabacteria bacterium CG1_02_43_90	1805281
A0A158FQA4	A0A158FQA4_9BURK	Caballeronia humi	326474
A0A1Q6EUW4	A0A1Q6EUW4_9ACTN	Bifidobacteriales bacterium 56_10	1897063
A0A0D5LUM5	A0A0D5LUM5_9RHIZ	Martelella endophytica	1486262
A0A1Q8IJ21	A0A1Q8IJ21_9NOCA	Rhodococcus sp. M8	1925550
A0A1M6CG35	A0A1M6CG35_9FLAO	Cruoricaptor ignavus	1118202
A0A235ARG1	A0A235ARG1_9RHIZ	Rhizobium sp. N4311	1703972
A0A2K8XDV8	A0A2K8XDV8_9FLAO	Lacinutrix sp. Bg11-31	2057808
A0A2N2Y773	A0A2N2Y773_9BACT	Bacteroidetes bacterium HGW-Bacteroidetes-2	2013688
E4T5R3	E4T5R3_PALPW	Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4)	694427
A0A120AGE1	A0A120AGE1_9GAMM	Lysobacter capsici AZ78	1444315
E7PJ80	E7PJ80_PSESG	Pseudomonas savastanoi pv. glycinea str. race 4	875330
A0A1Y3X6K6	A0A1Y3X6K6_9BACT	Alistipes sp. An54	1965645
A0A1Y0LEI6	A0A1Y0LEI6_TATCI	Tatumella citrea (Pantoea citrea)	53336
A0A1N6VJV5	A0A1N6VJV5_9FLAO	Chryseobacterium sp. RU37D	1907397
A0A1C7G6H9	A0A1C7G6H9_9FIRM	Lachnoclostridium sp. YL32	1834196
A0A1G6TP06	A0A1G6TP06_9PSEU	Alloactinosynnema iranicum	1271860
A0A0Q5VEM4	A0A0Q5VEM4_9CAUL	Brevundimonas sp. Leaf363	1736353
A0A177XCD5	A0A177XCD5_PSEMA	Pseudomonas marginalis	298
A0A2A3TUR7	A0A2A3TUR7_LACBR	Lactobacillus brevis	1580
E6K9S4	E6K9S4_9BACT	Prevotella buccae ATCC 33574	873513
F9MT90	F9MT90_9FIRM	Peptoniphilus sp. oral taxon 375 str. F0436	879308
A0A1W6NHJ1	A0A1W6NHJ1_LACBR	Lactobacillus brevis	1580
K1NNB3	K1NNB3_9LACO	Lactobacillus crispatus FB077-07	883092
I0K473	I0K473_9BACT	Fibrella aestuarina BUZ 2	1166018
F5X244	F5X244_STRPX	Streptococcus pasteurianus (strain ATCC 43144 / JCM 5346 / CDC 1723-81)	981540
A0A142JPK3	A0A142JPK3_9BURK	Cupriavidus nantongensis	1796606
A0A0A2SQ81	A0A0A2SQ81_9BACI	Anoxybacillus gonensis	198467
C2QIG1	C2QIG1_BACCE	Bacillus cereus R309803	526968
A0A0B0I0R5	A0A0B0I0R5_9BACL	Paenibacillus sp. P1XP2	1472719
A4CLF8	A4CLF8_ROBBH	Robiginitalea biformata (strain ATCC BAA-864 / HTCC2501 / KCTC 12146)	313596
A0A2N8E076	A0A2N8E076_9PSED	Pseudomonas sp. FW215-R4	2070616
A0A251WTW1	A0A251WTW1_9FIRM	Eggerthia catenaformis	31973
A0A1F0CAX9	A0A1F0CAX9_9STRE	Streptococcus sp. HMSC069D09	1715050
A0A143ZHC8	A0A143ZHC8_9RHIZ	Rhizobium sp. 9140	1761900
E1WRQ1	E1WRQ1_BACF6	Bacteroides fragilis (strain 638R)	862962
A0A1A9LDM5	A0A1A9LDM5_9FLAO	Aequorivita soesokkakensis	1385699
A0A0R3MP74	A0A0R3MP74_9BRAD	Bradyrhizobium retamae	1300035
U2D6A6	U2D6A6_9CLOT	Clostridium sp. ATCC BAA-442	649724
A0A1B1G6M8	A0A1B1G6M8_9STAP	Staphylococcus equorum	246432
X7V635	X7V635_9MYCO	Mycobacterium sp. MAC_080597_8934	1335322
H8ITN7	H8ITN7_MYCIA	Mycobacterium intracellulare (strain ATCC 13950 / DSM 43223 / JCM 6384 / NCTC 13025 / 3600)	487521
A0A0W7YA33	A0A0W7YA33_9BACI	Lysinibacillus sp. F5	1700846
D6E3U1	D6E3U1_9FIRM	[Eubacterium] rectale DSM 17629	657318
A0A1G7J689	A0A1G7J689_9BURK	Massilia sp. PDC64	1881046
