Entry,genomic_dna_id
A0A2T4JYW5,PTE23109.1
A0A2E9YYD0,MBV49435.1
A0A2S6FX81,PPK48180.1
A0A2T2R538,PSO46701.1
A0A255QC42,OYP26084.1
H3KDH7,EHY31838.1
K1KIC3,EKB31519.1
A0A1J6X465,OIU84878.1
A0A258SSD3,OYY82109.1
D3PV81,ADD41134.1
A0A1D7TH58,AOO64313.1
A0A2V4VE29,PYE44341.1
A0A238WQS2,SNR48758.1
A0A1G2BES4,OGY86750.1
A0A1M6G8V5,SHJ06420.1
A0A2S7BWK2,PPU49981.1
A0A2S2DIN1,AWL05205.1
A0A1I6HK70,SFR54826.1
A0A260LTW3,OZE29829.1
A0A2B4ERC2,PFV71978.1
A0A2I1R3G4,PKZ63674.1
A0A096AXD6,KGF35237.1
S6IV56,EPJ85260.1
A0A2G9Z1R0,PIP27074.1
Q8G3L2,AAN25530.1
A0A1G9U659,SDM55460.1
A0A1U7PP92,SIT87229.1
N8ZIW1,ENV31470.1
Q11M81,ABG61494.1
A0A1S8ZYF3,OON56223.1
A0A0A0F2P6,KGM57381.1
A0A0G3H648,AKK08210.1
A0A158LLK7,EHD63326.1
A0A1M7U009,SHN76341.1
C3X954,EEO29730.1
A0A257BV09,OYT80963.1
A0A149STN6,KXV35093.1
A0A164KKC5,KZF03758.1
U2KU36,ERJ78363.1
A0A1Q3Q8L1,OJV30824.1
A0A2N7XD14,PMU13976.1
T0VKN7,EQC81984.1
W3RGJ3,ETR75404.1
A0A1T5IHD9,SKC38468.1
A0A0Q7U154,KQZ06055.1
A0A0Q4G6W9,KQM73614.1
A0A1B1MXQ2,ANS73962.1
A0A0U3DPH1,ALT78100.1
I2NNZ4,EIG27555.1
A0A1G3DMK2,OHC20914.1
A0A2J0MES7,PIZ83977.1
A0A1J4E7F2,OHQ25729.1
A0A2A3DLB3,PBC07774.1
A0A1C4CNP0,SCC20661.1
A0A2W6R8S2,PZT93619.1
R5NSC7,CCY99832.1
A0A1B6VP60,OAJ68995.1
A0A1X1NJR4,ORT59725.1
A0A2N8E9G7,PNA41201.1
F5LTU8,EGL14757.1
A0A2A1ZZU9,PAT04881.1
A0A286F0P3,SOD76798.1
A0A1X6W9A5,SHE14536.1
A0A1L8SWW4,OJG36560.1
M4ZSM6,BAM89265.1
A0A2J0LZT7,PIX90266.1
U9YKR3,ESA69975.1
A0A1B9ENH1,OCC09219.1
A0A1W9IAR4,OQW56687.1
A0A2H1L412,SMY11637.1
A0A2T3WDQ7,PTA73989.1
A0A2S4U015,POV90578.1
A0A249NNW8,ASY55137.1
R6QVG8,CDC40603.1
U7KFQ4,ERS45648.1
A0A0Q6N9H4,KQU88916.1
V7ICV2,ETA84055.1
C7XTY1,EEU30742.1
A0A290UX59,ATD30447.1
A0A014MGL3,EXU77219.1
U2DHW1,ERI81067.1
F3PJZ0,EGF50875.1
A0A2V2HSM1,PWO43392.1
A0A2S4KGH1,POR11029.1
A0A2T9DZM6,PVK29614.1
A0A2U1ZYF9,PWD51952.1
R6XXI0,CDD10972.1
A0A1B8QSN1,OBX87352.1
A0A243J890,OUB24653.1
A0A0R1ZQ94,KRM53750.1
A0A0E3ZDH4,AKD02419.1
A0A0Q9UG44,KRF47088.1
H0BDL7,EHM28235.1
A0A1U7EDI6,APZ49808.1
A0A098YQX0,KGI21714.1
F8E0M4,AEI10014.1
G4HU31,EHB58210.1
R7D6D9,CDD85945.1
A0A1M7AZ81,SHL48035.1
A0A249MTX0,ASY44589.1
A0A2K2ZB47,PNW28784.1
W1U098,ETI86990.1
R4RXT7,AGL90722.1
U7UG12,ERT57398.1
A0A0J1BP97,KLT67298.1
A0A1X3JBN1,OSL03128.1
A0A1B8TS97,OBY62462.1
H3NHP9,EHR37955.1
A0A0S2LXK2,ALO66040.1
W4U6H5,GAE76203.1
H0BF00,EHM27738.1
A0A1B9CUG0,OCB46041.1
A0A0M3UHC4,ALE94229.1
A0A0Q1A530,KQB99013.1
D4YPN2,EFG46893.1
A0A2G2NGE7,PHS46402.1
A0A2N7S2M7,PMQ20380.1
A0A075JLM6,AIF42292.1
A0A2P7BC93,PSH64091.1
A0A1J0TKH7,APE08058.1
D8E837,EFK45741.1
A0A192CCD3,ANK03768.1
A0A0Q7PZ36,KQY56799.1
S4CA18,EPH77476.1
N9C642,ENV66034.1
A0A1Q8TTT8,OLO27001.1
A0A2N3QXD5,PKU97358.1
N9MMV1,ENX09889.1
A0A0K9FB87,KMY31730.1
A0A080FKE6,KEN64793.1
Z4X3G8,EWC94560.1
A0A2N3R636,PKV04809.1
A0A2I1L6J0,PKZ03495.1
A0A1Y3XPM6,OUN87514.1
A0A261DZL0,OZG40098.1
J5JE07,EJV36125.1
A0A2N0CYQ9,PKA38938.1
A0A209DIA2,OWA35181.1
A0A0B5BRB9,AJE07005.1
A0A074HR66,KEN97391.1
D9UTN6,EFL00544.1
A0A0R1LPH0,KRK97739.1
A0A1L6CZ98,APQ55863.1
A0A0Q0ZH51,KQC01165.1
A0A0M7QPC2,ALO10355.1
A0A0S9KR96,KQP02910.1
A0A0M0F9P0,KON74178.1
A0A1X4HZL5,OSP40076.1
J6EV79,EJV21456.1
A0A2N3QLI0,PKU92484.1
R5UQP9,CCZ80633.1
A0A2N3EWG7,PKQ12506.1
A0A2M9Q537,PJO43174.1
A0A133PSE8,KXA31735.1
A0A0H6T5E1,CSC49416.1
A0A085TJE3,KFE30840.1
A0A2W6XCE0,PZU73775.1
A0A132C5M4,KVD72601.1
A0A2S0LPZ4,AVM62343.1
A0A2S8UHX1,PQZ53643.1
S9R017,EPX85187.1
A0A1Q8RHJ9,OLN83799.1
A0A2K8QSH5,ATZ96068.1
A0A0N8QM31,KPW43654.1
A0A2T4JEU0,PTE16430.1
A0A2T8ZIJ5,PVJ74807.1
A0A2V4RMD0,PYD69775.1
A0A2D9KZM5,MAP28123.1
A0A0F4LLI4,KJY59435.1
A0A1I0WYT4,SFA93310.1
A0A0R2G0W0,KRN34465.1
A0A165QQD8,KZU81426.1
A0A1I3UPS5,SFJ84773.1
F0I0I5,EGD30403.1
A0A1F7JGQ0,OGK54783.1
A0A151GA09,KYK53861.1
G4QJD6,AEP28542.1
I5ASV9,EIM56882.1
A0A1G2QF26,OHA58602.1
A0A243QBJ4,OUC79109.1
A0A2A2EJB4,PAU69025.1
A0A2A9D3S7,PFG20500.1
A0A1N7GY08,SIS17473.1
A0A1S9HPW4,OOO60136.1
A0A1L5BP16,APL94635.1
A0A176Y6G3,OAE97516.1
A0A073UCL8,KEL66015.1
A0A0A0EXM8,KGM55264.1
A0A069SYN8,KDS92870.1
A0A099J0T1,KGJ71876.1
A0A1H8KE80,SEN90846.1
S3BXT9,EPD98877.1
A0A1Y4BHY7,OUO32869.1
G8NS19,AEU36227.1
A0A1A0T628,OBB54421.1
A0A101NJU1,KUM94304.1
A0A062TRY7,KCZ50601.1
X8A2F9,EUA25694.1
D3R1G1,ADC90996.1
A0A163D5V6,KZE33936.1
R8K1I6,EOP03407.1
A0A0E3UMN2,AKC86190.1
R6DKQ7,CDA89088.1
R5AQX6,CCX44339.1
A0A0R1WVV0,KRM20164.1
A0A1Q2CPG7,AQP48018.1
A0A0M4HAN2,ALD01734.1
A0A133ZVY5,KXB59603.1
A0A2H0NC88,PIR06484.1
A0A1X7PWW1,SMH56593.1
A0A1Q9PH27,OLS33645.1
A0A1F1UNW9,OFT27787.1
A0A0Q0XI54,KQB57816.1
A0A1B1PM57,ANT59665.1
A0A235GDU6,OYD71750.1
A0A1I4EQY5,SFL06906.1
A0A2H6KR90,GBE70306.1
A0A2A4FX03,PCE42246.1
Q7V798,CAE21031.1
A0A1I1R133,SFD27942.1
A0A1V3ML38,OOG13484.1
A0A2S8BQK1,PQM48923.1
A0A1S1NPV1,OHV06337.1
A0A2A3HLA9,PBC69237.1
A0A1X0DQL1,ORA74673.1
S3ABS4,EPD79777.1
I0IAC6,BAM02214.1
A0A2L0H2T1,AUX75129.1
D6IEJ0,EFF04270.2
A0A2G5NSD6,PIB69081.1
R8MKQ4,EOP34624.1
A0A0E2WAL2,KDO97855.1
A0A0F0ECX8,KJK05945.1
A0A291M2F9,ATI43090.1
A0A267TGZ8,PAC32047.1
U2R4E7,ERK70135.1
N9THK0,ENX63042.1
A0A2A4HQ23,PCF96211.1
A0A2T0BC02,PRR81372.1
A0A1H7JM14,SEK74505.1
I2NGJ7,EIG24958.1
A0A1F4HZR3,OGB03418.1
A0A1I3DFV6,SFH85533.1
A0A1F1DIU6,OFR30116.1
A0A2A6LTT1,PDT46033.1
W1VIU8,ETJ05646.1
D1P7V6,EFB70507.1
A0A1B8UAH4,OBY73336.1
A0A1I0SPE5,SFA40656.1
C6R3M2,EET75436.1
U5SAQ7,AGY80932.1
R7MM11,CDF00747.1
A0A1W2F6L2,SMD17553.1
A0A0R1WHT1,KRM17432.1
A0A1S1FV44,OHR67865.1
A0A246Q8V8,OWT78885.1
A7GAV8,ABS41445.1
A0A1G2BXF4,OGY93822.1
A0A1M7AQJ5,SHL44669.1
A0A0S4LH55,CUS35275.1
A0A165WP54,KZT80198.1
A0A2V3Q298,PXV74363.1
A0A2W4Y0N6,PZO63450.1
A0A199QEI0,OAX74068.1
R0ENS9,ENZ82687.1
E3GCK9,ADO46702.1
A0A0A2MKM6,KGO92126.1
A0A0H5RWM3,CRZ18525.1
A0A1S6IRC1,AQS54084.1
A0A254Q1H7,OWS72655.1
A0A2M9CT13,PJJ74995.1
C0WF41,EEI15462.1
A0A2W1W4C3,PZF12834.1
X8HN13,EUB30332.1
B5HKW7,EDY53472.1
A0A0P9ZPX0,KPY62225.1
A0A0A7FXX1,AIY84489.1
R6Y0R8,CDD12062.1
C7PER3,ACU57885.1
A0A2U2N638,PWG64685.1
A0A2W7KHZ0,PZW73553.1
A0A2E2IK41,MAY17410.1
A0A1X2DLS1,SNV60536.1
A0A2D4DP21,GAY70654.1
A0A1Z4NLB9,BAZ06514.1
A0A2U1RD95,PWB36966.1
A0A0W0XVP9,KTD48763.1
N1WXN4,EMY80633.1
A0A1Q5SQW5,OKO90394.1
A0A1Z4I8D8,BAY38314.1
A0A024DE72,AHZ47774.2
A0A127EEK3,AMN34398.1
A0A0H3AX54,ACA66625.1
X5E7L8,AHW63425.1
A0A1H2A0T5,SDT39533.1
A0A0U9H5H7,GAQ17627.1
A0A2A9KJ62,PFH13385.1
A0A0Q7IJ21,KQX39168.1
A0A2K1FGR1,PNQ91695.1
J0V2I7,EJF08207.1
E9SGL9,EGC01544.1
A0A1B1UG98,ANW01787.1
H6N3E4,AFA72303.1
A0A0K6I7Q1,CUA99357.1
A0A0A7PIM2,AJA09976.1
A0A2R3HL59,AVJ24649.1
S9C303,EPV83847.1
A0A0Q7X4N0,KQZ39018.1
A0A0M1WFG1,EEW81216.1
A0A0R1WCC7,KRM15658.1
A0A1Z4RPS9,BAZ44465.1
A0A1X7CFV2,SME95809.1
U1N0N6,ERG67591.1
A0A1G6RK93,SDD04415.1
A0A2R4D4V2,AVS50435.1
A0A2N8D1M8,PMZ77260.1
A0A1S2N5K0,OIJ40355.1
A0A0F0DMA1,KJJ97100.1
S0RTV0,EOU16399.1
A0A0F2RKW8,KJS38641.1
A0A0Q6UKV3,KQV62009.1
A0A1H2CQW8,SDT72935.1
A0A074KXL0,KEO72353.1
A0A1E5PAQ8,OEJ26454.1
A0A1Y0E526,ART98519.1
A0A243JW05,OUB38860.1
A0A291FL11,ATG34792.1
A0A059FFA9,KCZ89325.1
A0A2H0SVQ3,PIR62851.1
U7SVV2,ERT35291.1
L2VEZ9,ELC14066.1
A0A2A9L9J7,PFH20521.1
A0A223DRU4,ASS85687.1
A0A1X1NFY3,ORT58580.1
A0A1Y4DCQ8,OUO56392.1
A0A2J0LX88,PIX90008.1
D9WN63,EFL23760.1
A0A1A9R1T3,OAL59005.1
A0A1A7QNI7,OBX20769.1
S5N3V1,AGR63771.1
A0A1H3ZX90,SEA28383.1
V5V5S7,AHB88924.1
U5UJQ5,AGZ23541.1
W4TW10,GAE73125.1
T0U968,EQC81985.1
A0A291FXC1,ATG42571.1
A0A165MDZ2,KZK75134.1
A0A059IUQ3,KDB05562.1
A6W442,ABS01581.1
A0A1H7J6J6,SEK70361.1
A0A2M8DRT6,PJC02093.1
K2RT89,EKG30478.1
A0A244EFI2,OUM03216.1
A0A1G8A9M6,SDH17674.1
A0A1A0XF69,OBC11031.1
A0A1B9ETI2,OCC10825.1
A0A1E8CRC0,OFE15010.1
A0A1E8ZKK5,OFK69320.1
A0A1X7M516,SMG61278.1
D0WE76,EEZ62014.1
A0A0M4L5T6,ALE02833.1
A0A1S2DKE0,OHZ04536.1
D4STV6,EFF44390.1
A0A1I4GQ24,SFL31487.1
N6VLP0,ENN91967.1
A0A1Q9TP61,OLT27228.1
A0A258H9Z3,OYX53434.1
A0A1H5UNE0,SEF75951.1
F4KK49,AEE12774.1
A0A2G3JWJ1,PHV08937.1
F0KN97,ADY82882.1
A0A1I4BH60,SFK68202.1
A0A2S4Z7H4,POX57020.1
A3RU60,EAP72980.1
F2JJA9,ADZ84402.1
A0A2U0SKD1,PVX31797.1
A0A0C9PYU8,GAN37354.1
A0A1L9CXD2,OJH59101.1
A0A1E3RFF4,ODQ88182.1
A0A1Y3FFK3,OUE19384.1
U1YJ97,ERI35570.1
A0A261SVK8,OZI40333.1
A0A0M0SLH4,KOP25420.1
A0A2D8P8Z5,MAM61921.1
A0A2S9CPS9,PRB82503.1
V5ZCN0,CCG88797.1
A0A1Q2D582,AQP53519.1
A0A1J0LMI1,APD07196.1
A0A1H2AB36,SDT42952.1
W5X289,AHI07238.1
A0A1I0QVR7,SEW31761.1
A0A2G2D7K0,PHR20739.1
A0A1C5GIN3,SCG18966.1
A0A1B1BM17,ANP73680.1
A0A064CF25,KDE98935.1
A0A1R0V905,OMC38342.1
A0A2A2EAU6,PAU66080.1
V6V5Z2,ESU58347.1
A0A1H3KNA6,SDY53205.1
A0A259FAL0,OZA35603.1
A0A1A0TGQ1,OBB58001.1
W5TAY7,AHH16515.1
A0A142KK80,AMS06518.1
A0A1P8U1U0,APZ10310.1
A0A1W1J3W7,SLM94587.1
A0A1X7EZ46,SMF42840.1
A0A139R718,KXU10523.1
A0A0H3IDR3,AFI92189.1
A0A0R1VWR3,KRM10144.1
J4RNZ6,EJO49312.1
A0A2N1VIV9,PKL84385.1
A0A1B4FD75,AOJ01636.1
G5H8V9,EHB91996.1
A0A1S1DE74,OHQ20122.1
A0A0P7X6M6,KPP99882.1
A0A1I6QSC8,SFS55365.1
F0QCM8,ADX47511.1
W5TQ81,AHH21540.1
A0A0U3EQ07,ALT80649.1
A0A2N1VCV8,PKL82291.1
J2MM16,EJL01927.1
A0A1K1ML79,SFW23908.1
W9AIZ2,CDO02902.1
A0A257K204,OYU81384.1
A0A1Z9YUC9,OUY05783.1
J8G5P4,EJR51204.1
A0A2W6N5G3,AWS24769.1
A0A161RD75,KZE41825.1
A0A2R7U524,PTU02324.1
I2CB28,AFJ63852.1
A0A0D6Z813,KIY21490.1
A0A1X6S5C0,SGA02445.1
I4EDY1,CCF82893.1
A0A2R7IJK9,PTS72612.1
K8D7P0,CCK08742.1
A0A2G7QLM7,SQH56440.1
A0A2R4UM83,AWA47167.1
F6EZL6,AEG49346.1
A0A1H5EIV2,SED90958.1
F0JZH9,ADY84439.1
A0A2X2YF48,SQB61791.1
A0A0A1GZJ3,BAP87426.1
A0A2P5P7B3,PPD58198.1
A0A2A6F4T8,PDP89312.1
A0A1I1GEX3,SFC09832.1
A0A1M5TCV0,SHH48597.1
A0A158AZD3,SAK63194.1
A0A0K9JWQ7,KMZ12013.1
A0A0R1P4W0,KRL27693.1
A0A133N9T5,KXA13030.1
A0A1H5FC34,SEE00929.1
A0A1Y3LF23,OUM36014.1
N9D1S7,ENV91831.1
A0A0M7QSW7,ALO09016.1
A0A2T3TRI3,PSZ12348.1
A0A1E8YPL4,OFK58054.1
A0A1M3PEJ8,OJY65004.1
E3DI26,ADP10518.1
A0A1L7IF61,APU71762.1
A0A0N9VDJ9,ALH95369.1
A0A0Q9LXE2,KRE58893.1
S9KR85,EPX05909.1
K6XAZ8,GAC01573.1
A0A1J0TKS2,APE08070.1
E4TE13,AFD55089.1
A0A1W2E0W5,SMD03410.1
A0A2D2RWQ2,ATS41182.1
B5UNN2,EDZ52702.1
A0A0H6I9W6,CSC72724.1
A0A1T4R457,SKA10431.1
I2A9G6,AFJ33940.1
A0A1W2C226,SMC78768.1
A0A1L7IAV9,APU70719.1
A0A242XY90,OTX60002.1
A0A0R2BCC5,KRM74137.1
A0A1L2ZQ65,APF41524.1
A0A2N3QPQ2,PKU93631.1
A0A128YJK8,CZI25764.1
A0A0A1Y5T9,KEY97605.1
A0A130NW62,CZO35827.1
A0A0M1W7F0,EEO62826.1
A0A0Q6LU61,KQU71153.1
A0A0H3EME9,ADR28668.1
A0A016QUM9,EYB69552.1
A0A150M3Y5,KYD19125.1
A0A0R2KSD7,KRN92511.1
A0A2J9QEW0,PNM01123.1
U2PEU4,ERK42214.1
A0A2A9GCH5,PFG61367.1
A0A2G6QE32,PIE95087.1
A0A1R4GST1,SJM71278.1
A0A0P1GC16,CUH78850.1
D5EH57,ADE57889.1
A0A0M2WTG2,KKO66129.1
V6K3J2,EST26667.1
A0A0R2L7T4,KRN94612.1
U7K3U8,ERS40451.1
A0A2L2NNN8,AVH70475.1
A0A1I7NPL3,SFV36553.1
F5LQP8,EGL15319.1
D1A6L5,ACY96490.1
A0A1B8TUD5,OBY63168.1
U1SIJ4,ERH30467.1
R6PBZ6,CDC16026.1
A0A010YCG9,EXG77930.1
S4XDS4,AGP31302.1
F9D662,EGQ12457.1
W0Q9R8,AHG74590.1
A0A268I0D9,PAE15510.1
A0A1V0AEE7,AQZ68600.1
T0NRH6,EQB97619.1
A0A1B9VHX2,OCK08039.1
A0A0G1KUP8,KKT87328.1
I9AJX1,EIY87980.1
A0A1V0A7W7,AQZ66270.1
F7M0L5,EGN09106.1
L0JFT4,AGB29427.1
W7BG15,EUJ24817.1
A0A1Y0BZT6,ART68418.1
A0A2M7BFS3,PIV01937.1
A0A1Q8A9Y4,OLE76593.1
A0A1F1K881,OFS11689.1
K1IHV0,EKB17756.1
A0A2K2QZ94,PNV26603.1
A0A0Q7EPP9,KQW86778.1
A0A1H7LLT3,SEK99347.1
A0A0L0MAJ0,KND59722.1
A0A1B8QEK7,OBX80143.1
A0A1H6I8Z9,SEH44750.1
A0A1B8QEC7,OBX79990.1
A0A1X0V914,ORI93122.1
A0A2G3E2H4,PHU37472.1
A0A1S9EHP7,OOO20818.1
A0A1F6SEL3,OGI31314.1
A0A101EYH4,KUK27050.1
A0A139T9Z7,KXU46400.1
A0A1U9MRX9,AQT50381.1
A0A257E2W1,OYU08134.1
A0A0X2NMC5,CUU65880.1
A0A0S8YQU3,KQN43455.1
A0A0W0U2I3,KTD02088.1
A0A086BPG9,KFF31833.1
A0A1H1CPG7,SDQ66113.1
A0A1Q9ASB4,OLP58266.1
A0A1Q5IJW8,OKJ57418.1
A0A0N8IJK2,KPN87631.1
A0A090F7R3,CDX15219.1
S0L4B2,EOT48215.1
A0A0K2W326,CDX59979.1
A0A1G9IPR9,SDL27036.1
D5VPR0,ADG12483.1
A0A1N7E5R8,SIR83400.1
A0A1C5KBE5,SCG79941.1
A0A133YA56,KXB39997.1
A0A0W0KNH9,KTB99149.1
A0A090GK05,CDX34585.1
A0A031J9N3,EZP69947.1
A0A1I5C8T9,SFN83212.1
A0A1B2EDV2,ANY78062.1
A0A1V9VXK7,OQR53755.1
A0A0F5FI84,KKB08589.1
D5HGG7,CBK84000.1
A0A151Y6B2,KYQ73581.1
A0A2P5P6H8,PPD57895.1
A0A1H0KCL1,SDO53583.1
A0A089KMP6,AIQ48233.1
A0A1H9JE02,SEQ85003.1
K6B9D2,EKN24653.1
G9Q0K4,EHL77397.1
A0A1M6GYT1,SHJ15087.1
A0A073IMD7,KEJ90914.1
A0A1F0FXI2,OFO53288.1
V4NIC6,ESQ75821.1
A0A0W7V094,KUE91761.1
A0A0Q6N4C6,KQU87585.1
A0A1F0NBZ6,OFP43934.1
A0A1F6EVG3,OGG77605.1
K1AGA7,EKA18309.1
A0A2X1A610,SPU08912.1
A0A2W6UI48,PZU27248.1
A0A2D8ZWC2,MAN92242.1
A0A2R7KSQ4,PTT00454.1
H9UBD1,AFG34824.1
A0A2S9EAZ2,PRC12064.1
A0A2X1X5E2,SPY38367.1
A0A2S6EMP8,PPK26463.1
A0A2S6F2R7,PPK31717.1
A0A2V2TRJ0,PWU39463.1
A0A219A4W5,OWQ41206.1
A0A1A2BB83,OBF65386.1
W2E9T5,ETK27841.1
A0A013T3D0,EXS27696.1
A0A1H1X091,SDT02733.1
A0A1Y3XYE5,OUN89328.1
A0A2P7TY93,PSJ79675.1
S1NW23,EOW93230.1
H9UDZ3,AFG35736.1
A0A0G0L7S0,KKQ48691.1
A0A0Q4B2L9,KQM08178.1
R6LF72,CDB82194.1
A0A0K0Y8S7,AKS47374.1
A0A0E1CBQ7,AHM82854.1
A0A1U8YQ21,AMV01944.1
D8FIL1,EFK39081.1
A0A2M8UW60,PJI48709.1
A0A2N2WMY9,PKP05561.1
A0A1I2SDZ6,SFG48231.1
R5DMC9,CCX81400.1
A0A2D0B1E1,OWV92018.1
A0A0F5Z9K4,KKD47050.1
K4IMX2,AFU71962.1
A0A0R1QMM8,KRL43250.1
A0A2X1XYU5,SPY47803.1
A0A1H0H3B4,SDO13637.1
A0A2N2TW59,PKO71680.1
A0A0M0SW09,KOP28463.1
A0A0G0ZVI7,KKS52712.1
N9D2M1,ENV74930.1
A0A1Z5IA16,GAW98574.1
A0A080JVF5,KES09427.1
N9DTJ8,ENV83803.1
A0A0Q9D0D5,KRD47316.1
A0A2N7UPY3,PMR82500.1
A0A196NXZ0,OAN71921.1
A0A263E1I7,OZM83918.1
A0A1T1BTK4,OOV19704.1
A0A0B5I5M0,AJF65667.1
A0A0N2MW65,KFA36105.1
A0A0H3Q1K6,EEO17306.1
A0A0U0W6T1,CPR08539.1
E6YGC5,CBI75913.1
K0JQP6,CCH28001.1
A0A2N3WJE1,PKV93994.1
K8BK52,CCJ86435.1
A0A0B5HXT9,AJF66730.1
F7MBP5,EGN10183.1
A0A1I6C1I4,SFQ87052.1
G6YFU1,EHH09402.1
A0A191ZGJ7,ANJ66980.1
W6J5I4,AHJ76343.1
I8APK6,EIT88062.1
W1WQS4,ETJ19450.1
C2TM85,EEL15191.1
E1SG55,ADO11009.1
A0A2A3C2I6,PBB76923.1
A0A0G8XYI2,APP01533.1
E8JU68,EFX53109.1
X2GU70,AHN22255.1
A0A173V143,CUN20306.1
A0A1D7NNK4,AOL95365.1
A0A1B9BF12,OCA96267.1
A0A1V4FBN3,OPG79012.1
A0A1M5T0Q0,SHH44198.1
A0A0F2DT69,KJQ74123.1
A0A0L7C0E8,KOA53234.1
A0A2N4SMC3,PLC05130.1
A0A1R3TRL3,SCX15877.1
J6DS43,EJV08186.1
R6PGR1,CDC08947.1
A0A2M6P1H8,PIR77551.1
A0A1Y3G325,OUI88776.1
A0A1N6K3V7,SIO51282.1
A0A1I3C7K8,SFH70139.1
A0A257H3U1,OYU45307.1
J4SI20,EJS87311.1
A0A0Q5CAS8,KQQ23068.1
A0A1I4YQT1,SFN40376.1
A0A139RHS7,KXU14215.1
B7WV02,EED69377.1
I0HN01,BAL94388.1
R6AJR8,CDA52248.1
A0A010RS81,EXF95246.1
A0A1I1E546,SFB82234.1
S4HAX5,EPI57539.1
A0A231RSL6,OXS62140.1
A0A1L8QTY0,OJG10968.1
A0A061YST0,KCX01678.1
A0A2S0L9X2,AVM50067.1
A0A2A7AZQ7,PDX84623.1
A0A1Z1WCN0,ARX84128.1
F0GYF6,EGC84761.1
A0A1T1D9S2,OOV37615.1
A0A0E1Y3I9,EFR83945.1
A0A2A6ZIT0,PDX61305.1
W8H383,AHK29454.1
A0A2S8WVF0,PQZ96059.1
A0A1S1JAS7,OHT46256.1
D9XVH4,EFL40867.1
A0A1V1YL26,OMP20608.1
A2TYL9,EAQ42706.1
A0A2S6MFW2,PPQ16948.1
A0A1L3K9P5,APG74131.1
D3AFP7,EFC99356.1
A0A1V1YZT0,OMP25394.1
A0A0Q8NC78,KRB54537.1
A0A151C0I4,KYH45631.1
A0A087B7Z1,KFI67141.1
A0A0Q9E911,KRD63130.1
A0A1A2ZKD7,OBI50725.1
A0A1M7HCQ0,SHM26218.1
A0A1X3P8R5,OSM43651.1
A0A1S8DJ96,ONM44896.1
A0A1G7UYS7,SDG51860.1
A0A1E8RRL0,OFJ73227.1
A0A2V4SGU6,PYD93329.1
A0A2S0UAS3,AWB44902.1
A0A2D6JKR2,MAF92286.1
A0A2E0WPL9,MAT65640.1
G9WH84,EHN59650.1
A0A1X3RP80,OSN03598.1
A0A1I2N2Q5,SFF98134.1
F7T033,EGP46349.1
A0A0D1MVZ8,KIU31631.1
A0A2N0JUX0,PKB49321.1
J0ZD14,EJF85838.1
A0A2I1SMV6,PKZ82727.1
A0A0D8HWF8,KJF21366.1
A0A2N5XVI0,PLW78428.1
A0A1B9DHS7,OCB69238.1
A0A2N7WD47,PMS27336.1
A0A0B1RNP3,KHJ74628.1
A0A2A7WSC6,PEJ56481.1
V5RUV5,AHB40656.1
G9WER8,EHN58241.1
G7SHC2,AER19692.1
A0A2A2B6C1,PAT63554.1
A0A0B1RMY1,KHJ74408.1
A0A2A2B8Y3,PAT64463.1
A0A2N0JRL0,PKB48199.1
A0A255DIM9,OYN79297.1
F8Y1T4,EGS27983.1
A0A2N6S4W5,PMC47821.1
A0A2N0JZD0,PKB50957.1
I9FZI6,EIY39334.1
A0A0M8U2J8,KOV20870.1
A0A1I2MNI3,SFF90681.1
A0A0K1JH02,AKU15865.1
A0A0W7YZS1,KUF40668.1
A0A0M8TYH6,KOV13808.1
W3XSE8,ETS88944.1
A0A0A2XZV0,KGQ30809.1
A0A0A3IH87,KGR82193.1
A0A1H8SXZ8,SEI13460.1
S4D5L7,EPH97808.1
D4JSQ5,CBK96124.1
A0A1I3Z7A9,SFK39923.1
I0G6F8,BAL76345.1
A0A2M8VUH1,PJI81255.1
S7WRS7,EPR84667.1
A0A1P8N0P7,APX13904.1
W9GIJ5,EWT06036.1
A0A2A7AMJ3,PDX80326.1
A0A0Q9LAB3,KRE46787.1
H0DHP2,EHM70394.1
A0A258GPI1,OYX45912.1
A0A0Q4C3U8,KQM22675.1
A0A2C9NUQ4,ASG14869.1
A0A0C9NHT5,GAN15777.1
A0A0N1CD05,KPF97728.1
H5TPW7,GAB35525.1
A0A1B8VFP0,OBY93296.1
A0A086ZK33,KFI46883.1
G8S7Z5,AEV81283.1
A0A226R7Z9,OXB99960.1
A0A0G3M4F3,AKK73739.1
A0A1J9YXR3,OJE18013.1
A0A1D7XSN4,AOR26338.1
A0A1H0K9Z6,SDO52592.1
A0A1F5YVU2,OGG04320.1
A0A0M4GG10,ALC85495.1
A0A0X4JPR0,KUR62907.1
A0A0Q4V671,KQO63400.1
A0A0S8K2V7,KPL16241.1
A0A1H0S205,SDP35753.1
M4RCM8,AGH40278.1
A0A1H0NKZ6,SDO93427.1
A0A2A7AAI3,PDX75958.1
A0A0S2ZMZ0,ALQ40299.1
A0A231V3U5,OXT02853.1
A0A1H7QN42,SEL49471.1
A0A0A6Q6J2,KHD18369.1
A0A0V0Q5F6,KRW97319.1
A0A1H3APF8,SDX31640.1
A0A2G1MGF7,PHP27845.1
A0A0D6N6P6,GAN61345.1
R5AIB5,CCX39111.1
A0A015W183,EXY91978.1
A0A198Z2I7,OAV56608.1
A0A1D7XS91,AOR26196.1
N0ALH4,AGK52234.1
